%commit,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
74,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,30.12,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.91,29.31,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,30.14,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,30.7,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,30.13,29.08,29.08,29.11,29.11
75,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.77,29.19,29.08,32.37,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,32.38,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,30.18,29.12,29.12,29.08,29.08,29.11,29.11
76,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,32.35,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.32,30.94,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,30.58,29.17,30.62,29.13,29.21,29.14,29.13,29.12,29.12,29.08,30.08,29.11,29.11
77,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.94,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
78,29.52,29.18,29.16,29.13,29.12,30.12,29.9,30.12,29.24,29.14,29.1,30.86,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
79,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,30.13,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,32.32,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,31.45,32.33,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
80,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,30.1,29.1,29.13,29.17,29.21,29.14,29.12,29.31,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.13,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,32.03,29.08,29.12,29.11,32.35,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
81,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,34.59,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.13,29.11,29.17,29.16,30.17,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.84,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,30.17,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,31.27,29.11
82,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,32.4,29.13,29.13,29.14,29.1,29.13,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.79,29.12,30.16,29.74,29.11,29.11
83,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.77,29.18,29.13,29.13,29.14,29.1,29.13,29.11,29.17,29.16,29.16,34.6,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,30.19,29.13,29.1,29.08,29.08,29.12,32.07,29.12,29.13,29.1,29.17,29.11,29.12,30.14,29.17,30.22,30.34,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
84,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.8,29.1,29.1,29.11,29.1,29.18,30.18,29.13,29.14,29.1,29.13,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
85,29.52,29.18,29.16,29.13,29.12,34.21,30.19,30.04,29.91,29.14,29.1,29.25,29.13,30.01,30.05,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.79,29.13,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,32.35,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.15,29.14,29.21,29.25,29.15,29.13,29.12,29.32,29.15,29.19,29.18,29.77,29.8,29.85,29.85,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,32.2,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
86,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.28,30.15,32.32,29.98,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.79,30.63,30.71,29.83,29.16,29.13,29.12,29.1,30.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.81,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,32.42,29.17,29.13,29.21,29.14,29.13,29.12,29.79,29.08,29.08,29.11,29.11
87,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,30.82,29.1,29.13,29.17,29.21,29.14,29.12,30.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,32.32,32.34,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.17,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,30.04,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,31.92,29.12,29.11,29.12,32.35,30.1,29.17,31.93,29.12,29.13,29.93,29.17,29.13,29.21,30.83,29.13,29.12,32.37,29.08,29.08,29.11,29.11
88,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,32.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.17,29.16,29.13,29.12,29.1,29.13,29.21,29.14,32.35,29.12,29.1,29.13,32.38,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,30.12,29.27,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.3,29.11
89,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,30.44,29.19,29.75,29.12,29.13,32.32,29.1,29.11,29.1,29.18,29.13,29.8,29.14,29.1,29.12,29.11,29.17,29.17,29.16,29.13,29.12,29.1,29.13,29.21,29.8,29.13,29.12,29.79,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,30.11,32.16,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,32.38,30.17,29.12,29.89,29.92,29.11,29.78
90,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,30.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.17,29.16,29.13,30.17,29.1,29.13,29.21,29.14,29.13,29.12,29.1,34.6,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.28,29.17,30.89,30.38,30.9,29.14,29.13,30.1,29.12,29.08,30.08,29.11,30.96
91,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,31.92,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.17,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,30.21,30.14,30.22,30.2,32.11,34.66,34.67,32.0,31.82,31.65,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,30.26,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
92,29.52,30.23,30.25,30.14,30.17,30.57,29.14,30.23,30.25,30.14,29.1,30.79,29.13,29.84,29.36,29.14,29.12,29.12,29.15,29.1,30.19,29.08,29.12,31.67,29.1,29.1,29.11,29.1,29.18,29.13,29.13,30.15,29.1,29.12,29.11,29.17,29.17,29.16,29.13,29.12,29.1,29.13,30.26,29.14,29.13,29.12,29.1,29.13,29.16,29.14,29.13,29.12,29.14,30.21,29.13,30.2,30.19,30.26,30.3,30.16,30.18,30.17,30.18,30.15,30.19,30.27,30.11,30.14,30.19,30.23,30.19,30.17,30.19,29.18,29.12,30.15,30.13,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
93,30.53,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.97,30.86,29.21,29.29,29.12,29.12,31.66,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,32.32,29.12,29.11,29.17,29.17,29.16,29.13,29.12,31.89,29.13,29.21,29.14,29.13,30.13,29.1,29.13,29.16,29.14,29.13,29.12,29.14,29.16,29.8,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,30.23,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,32.35,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.32,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,29.12,29.08,29.08,29.11,29.11
94,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.25,29.1,30.18,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,32.21,32.01,32.09,34.63,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,31.56,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,30.1,29.13,29.1,29.17,29.11,29.12,29.13,29.32,29.17,29.13,29.21,32.39,29.13,29.12,29.97,29.08,29.08,29.11,29.11
95,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,30.79,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,29.12,29.13,29.1,30.48,30.16,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,29.16,29.14,31.95,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,29.17,29.11,29.13,29.18,29.13,29.1,30.06,32.33,29.12,29.11,29.12,29.28,29.29,29.17,32.36,29.12,29.13,29.17,29.17,29.13,29.21,29.14,29.13,29.12,30.13,29.08,29.08,30.16,29.11
96,29.52,29.18,29.16,29.13,29.12,29.19,29.14,29.14,29.24,29.14,29.1,29.1,29.13,29.17,29.21,29.14,29.12,29.12,29.15,29.1,29.19,29.08,30.17,29.13,29.1,29.1,29.11,29.1,29.18,29.13,29.13,29.14,29.1,29.12,29.11,29.17,29.16,29.16,29.13,29.12,29.1,29.13,29.21,29.14,29.13,29.12,29.1,29.13,30.21,29.14,29.13,29.12,29.14,29.16,29.13,29.14,29.14,29.21,29.25,29.15,29.13,29.12,29.12,29.15,29.19,29.18,29.1,29.13,29.18,29.18,29.14,29.17,29.14,29.18,29.12,29.09,29.12,29.21,29.13,29.21,29.15,29.18,29.19,29.2,29.21,29.12,29.12,29.11,29.17,29.16,29.14,29.21,29.21,29.16,29.08,29.15,29.21,29.21,29.23,29.21,29.1,29.13,29.1,29.22,29.15,29.15,29.14,29.13,29.14,29.14,29.17,32.42,29.11,29.13,29.18,29.13,29.1,29.08,29.08,29.12,29.11,29.12,29.13,29.1,29.17,29.11,29.12,29.13,29.17,29.17,29.13,29.21,29.14,32.38,29.12,29.12,29.89,29.08,29.11,29.11
