journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
89,326328932761,327604151669,318373061806,303787365079,323142344453,351215426617,247134739123,348823680564,316576349319,358306492864,275670761750,310738632947,302812345570,360096556406,378948211468,286709106372,311379801475,282025960619,366372787817,323595098164,305668057171,308234735350,345348082685,354132410400,310431115366,290551516732,318553844133,404358604598,296426623414,340260668640,288612680924,294165231774,322608279968,341136103464,329620495778,315481550158,307790800184,371355704603,366609907734,283154569905
90,326329757060,327605111932,318373989859,303787365079,323143327606,351216295992,247135476840,348827081512,316576880961,358307269215,275671332042,310739315568,302812548777,360097264797,378948926283,286709728894,311380136351,282026556661,366373528402,323595575428,305668063611,308235450183,345349094446,354133232552,310431289245,290552222964,318554506008,404359390259,296427686710,340261306898,288613334921,294165876474,322609590822,341136702377,329621053183,315482187700,307791444884,371356085269,366610465857,283155050034
91,326330143449,327605630699,318374412737,303787365079,323143849951,351216789000,247135870388,348827780601,316576880961,358308068474,275671870128,310740027524,302812548777,360098176385,378949845026,286710287020,311380810393,282027223540,366374369871,323596448387,305668469316,308235920299,345349809979,354133938791,310433090972,290552851205,318555102055,404360160182,296428966086,340262151943,288613782838,294166391668,322610328537,341137334916,329621955474,315482845264,307792225538,371356085269,366611320216,283155633200
92,326330929107,327606570925,318375335064,303789747094,323144494655,351217514547,247136385578,348828450352,316576880961,358308832664,275672417525,310740713723,302812548777,360098830384,378950644286,286710828690,311381151710,282027591313,366374920836,323596780398,305670322553,308236587184,345350441077,354134635018,310433558216,290553379974,318555601504,404360945839,296429562128,340262745128,288614260097,294166956230,322610983238,341137840806,329622564392,315483448450,307792541091,371356085269,366611655091,283155974517
93,326331611727,327607478945,318376054173,303790725947,323145567247,351218567826,247137214169,348829681793,316576880961,358310156415,275673190316,310741644628,302815366508,360100006723,378952100424,286711969271,311382743789,282028844927,366376406290,323598255848,305671524646,308237518104,345351703991,354135849288,310434705226,290554320193,318556764266,404362382634,296430544568,340264069565,288615387765,294167993054,322612033634,341138295176,329623975434,315484611190,307793932821,371356085269,366613241443,283157198809
94,326331637486,327607504704,318376067052,303790745265,323145580127,351218580706,247137233489,348829694673,316576880961,358310195054,275673203196,310741657508,302815398706,360100026043,378952106864,286711969271,311382859707,282028877126,366376444929,323598281607,305671537526,308237530984,345351716870,354135862168,310434750305,290554320193,318556777146,404362421272,296430551008,340264095325,288615394205,294168018814,322612052953,341138295176,329623994754,315484630510,307793958581,371356085269,366613267203,283157218129
95,326331643926,327607504704,318376086371,303790751704,323145586567,351218587146,247137239929,348829701113,316576887401,358310214373,275673209636,310741670387,302815405146,360100032483,378952119743,286711969271,311382879027,282028877126,366376444929,323598294486,305671543966,308237530984,345351723310,354135868608,310434763185,290554320193,318556777146,404362427712,296430551008,340264095325,288615400644,294168025254,322612052953,341138301616,329624007634,315484630510,307793965021,371356091709,366613267203,283157218129
96,326332363029,327608603766,318377188307,303791721975,323145689606,351219598209,247137839548,348830622730,316578852984,358310962113,275673831447,310742404533,302816213698,360100689339,378952929007,286712636165,311383578113,282029250638,366377179077,323598839011,305672413342,308238345989,345352715754,354136651409,310435584628,290554320193,318557459768,404363352183,296431157062,340264923916,288616061081,294168686411,322612820000,341138301616,329624786858,315485207234,307794593975,371358322035,366613785964,283157701118
97,326332363029,327609112515,318377870941,303792266499,323147170782,351220274398,247138381207,348831496399,316580950953,358311133125,275674343779,310743113623,302816883437,360100689339,378953988716,286713251536,311384454654,282029694985,366378197289,323599980289,305673089527,308239135950,345353553637,354137608805,310436325212,290554320193,318558387817,404364341052,296432013564,340265755378,288616743696,294169395510,322613467559,341139194609,329625488804,315485938510,307795428298,371361131952,366614813485,283158632042
98,326332395229,327609221992,318377967540,303792363098,323147280261,351220383875,247138426286,348831663832,316581109083,358311133125,275674446819,310743190900,302816992915,360100837455,378954136829,286713361016,311384525494,282030242372,366378452020,323600102648,305673179686,308239251867,345353708197,354137744041,310436441132,290554320193,318558465096,404364531382,296432084402,340265826218,288616866051,294169498549,322613609236,341139194609,329625636919,315486022229,307795550653,371361344466,366614929404,283158709320
99,326332395229,327609931097,318378586483,303792858969,323147821212,351220763822,247138767600,348832224098,316581460412,358311133125,275674794572,310743577289,302817398625,360100843895,378954668472,286713734534,311384861077,282030758270,366378909951,323600411761,305673595416,308239590318,345354194759,354138149750,310436795325,290556172715,318558857930,404364962852,296432445038,340266084525,288617336159,294169904975,322614050723,341139839316,329625939593,315486357099,307795937048,371361873245,366615315797,283159015573
100,326332395229,327610169375,318378972875,303793213163,323148194726,351221285454,247139048091,348832558972,316581901896,358311139565,275675180970,310743976562,302817833672,360100843895,378955258081,286714050088,311385369834,282031144663,366379405821,323600881871,305673933864,308240044691,345354748583,354138704297,310437359171,290556597744,318559325185,404365610417,296432931597,340266781448,288617674608,294170269182,322614514389,341141782743,329625939593,315486753507,307796468692,371362343356,366615454612,283159434166
101,326332395229,327610336812,318379108114,303793329081,323148336405,351221385628,247139151128,348832604052,316581946975,358311139565,275675200290,310743995882,302817891631,360101227425,378955270961,286714050088,311385369834,282031144663,366379405821,323600881871,305673940304,308240070451,345354767903,354138710737,310437359171,290556597744,318559325185,404365610417,296432931597,340266781448,288617674608,294170269182,322614514389,341141782743,329625939593,315486753507,307796468692,371362343356,366615454612,283159434166
102,326332395229,327610343252,318379108114,303793361281,323148372181,351221430708,247139221968,348832745725,316582062895,358311139565,275675316207,310744147574,302818026867,360102149043,378955438395,286714172444,311385530834,282031273458,366379566818,323601017109,305674043344,308240173489,345354935340,354138929695,310437507290,290556749438,318559499063,404365803611,296433073271,340266968206,288617848480,294170481701,322614733343,341142021016,329625939593,315486908060,307796575307,371362504353,366615454612,283159633802
103,326334478872,327611422288,318380074086,303794289333,323149367501,351222323702,247139905311,348833551407,316582826367,358311793572,275675773441,310744913922,302818706622,360102790161,378956186128,286714906595,311386103982,282031730687,366380259458,323601635343,305674748858,308240821054,345355215829,354139760443,310438151282,290557303983,318559982055,404366576382,296433607780,340267618627,288618560433,294171174341,322615578381,341142636390,329627440800,315487526290,307797367412,371363106838,366616801259,283160161870
104,326335673820,327611448048,318380441867,303794730816,323149776790,351222323702,247140375423,348834221159,316583423120,358314064692,275675773441,310745432684,302819373493,360104825867,378956186128,286715534842,311386944754,282032361792,366380446215,323602350171,305675329154,308241484364,345356160326,354140669173,310438966283,290557968002,318560085094,404367349873,296434371975,340268324150,288619014792,294171773248,322616338272,341143258196,329628098382,315488073678,307797947002,371364128623,366617200529,283160374385
105,326335944288,327611448048,318380793910,303794981971,323150134559,351222619934,247140597957,348834559603,316583751554,358315295405,275676893987,310745980781,302819827859,360105270211,378956186128,286715811759,311387247431,282032642281,366380446215,323602614205,305675635399,308241825676,345356933809,354141123536,310439326915,290558354398,318560967343,404367865057,296434809887,340268681922,288619446970,294172146762,322616741831,341143699689,329628491215,315488073678,307798359157,371364679587,366617355087,283160374385
106,326336002247,327611448048,318380845428,303795059248,323150218279,351222619934,247140694557,348834621137,316583828834,358315408460,275676932627,310746070941,302819975974,360105373251,378956186128,286715901917,311387376228,282032783958,366380446215,323602781641,305675725559,308241906532,345356998207,354141226575,310439365554,290558405917,318560967343,404367942334,296434867847,340268707682,288619517808,294172243362,322616812669,341143783407,329628549175,315488086558,307798436437,371364814823,366618112141,283160380825
107,326336092404,327611448048,318380967787,303795200925,323150379277,351222619934,247140810475,348834785709,316584028473,358315640294,275677022787,310746251258,302820136969,360105502050,378956186128,286715979196,311387524347,282032944954,366380446215,323602955516,305675867237,308242009572,345356998207,354141310294,310439462154,290558534713,318560967343,404368135528,296434996647,340268849360,288619653046,294172311337,322616928586,341143918646,329628716611,315488498702,307798578117,371364917861,366618279579,283161507804
108,326336737102,327613309886,318381711950,303795906443,323151195000,351223515072,247140855553,348835581391,316584718255,358316361557,275677528678,310746959649,302820739445,360106101666,378956295603,286716382050,311388110377,282033431520,366382675833,323603229567,305676424639,308242589877,345357851840,354141867699,310440048189,290559088546,318562194500,404368534797,296435657088,340269441824,288620197568,294172871608,322617563269,341144576231,329629315518,315488498702,307799096891,371365542524,366619094579,283162071650
109,326336972514,327613583936,318381872948,303796189795,323151523433,351224752244,247141684150,348835877625,316585040251,358316697145,275677869995,310747407580,302821158740,360106578215,378957303797,286716382050,311388503212,282033837936,366383113744,323603229567,305676795283,308242906144,345358070794,354142383599,310440415971,290559449172,318562687503,404368534797,296436030601,340269899771,288620596833,294172942448,322618040531,341145011282,329629737687,315488910851,307799541246,371365996890,366619468090,283162377902
110,326337268745,327613877307,318381872948,303796463848,323151748830,351225084968,247141913122,348836173862,316585336489,358317125755,275678144049,310747761768,302821403455,360106977491,378957303797,286716656103,311388777264,282034069770,366383442181,323603229567,305677101530,308243118661,345358705475,354142651212,310440632067,290559626624,318562922916,404369610963,296436313953,340270096546,288620784298,294173297357,322618282384,341145223800,329629963796,315489116926,307799834619,371366286686,366619832303,283162674138
111,326338093755,327614547058,318381872948,303797150762,323152589587,351225835564,247142408991,348837018915,316585971172,358317940755,275678591981,310748480171,302822002354,360107589271,378959537706,286716662543,311389343980,282034559193,366384208523,323604376581,305677684691,308243856384,345359463221,354143189302,310441180168,290560357903,318563594087,404369862117,296436854898,340270744820,288621283739,294173297357,322618865544,341145826292,329630566278,315490766243,307800089345,371367043717,366620360369,283163205785
112,326338342045,327614856175,318381872948,303797482772,323152905142,351226125360,247142756741,348837338042,316586399776,358318401566,275678937588,310748538129,302822227744,360107982106,378960694016,286716662543,311389647370,282034910522,366384672191,323605140777,305678135484,308244317198,345360023486,354143189302,310441579435,290560880244,318564022697,404369868557,296437296385,340271298649,288621628623,294174512348,322619451572,341146206249,329631178061,315491233488,307800089345,371367536721,366621004357,283163669460
113,326339356679,327615709818,318384064629,303798307787,323153716565,351226911019,247143368526,348837473280,316586850566,358319126406,275679607340,310748544569,302822830220,360108774915,378961563406,286718195248,311390513894,282035542328,366385435667,323606194054,305678798795,308245080679,345360764057,354143189302,310442188361,290561637281,318564595842,404371693167,296437941079,340271994152,288622334143,294175227884,322619728481,341146966870,329631799867,315491874600,307800089345,371368306648,366621716319,283164194672
114,326339549874,327615983867,318384325799,303798633359,323153997052,351227400444,247143626121,348837473280,316587324251,358319454837,275679810551,310749884770,302823026989,360109071861,378961801679,286718807042,311390797250,282035799923,366385789860,323606574006,305678798795,308245364036,345361144004,354143395380,310442439519,290561969283,318564979364,404372576135,296438205114,340272380547,288622630376,294175582076,322619728481,341147369718,329632202716,315492232368,307800089345,371368899117,366622151368,283164587508
115,326340019974,327616331624,318384486794,303798981109,323154415647,351227825471,247143896598,348837473280,316587691327,358319738189,275680267785,310750161681,302823455594,360109513345,378962246030,286719100412,311391106367,282036096155,366386202016,323607005478,305678798795,308245705352,345361546846,354145163482,310442761513,290562342797,318565440171,404373027640,296438566458,340272741180,288622868652,294175926967,322619728481,341147817650,329632566926,315492641649,307800089345,371369389258,366622564229,283164900202
116,326340638190,327617182397,318385540782,303799441913,323155172689,351228518114,247144553463,348838359829,316588557849,358320543889,275680893169,310750874351,302823648789,360110412770,378963012380,286719802363,311391312445,282036707938,366387188031,323607694547,305678798795,308246478858,345362326062,354146194575,310442903192,290563077650,318566278064,404373839061,296439255516,340273733632,288623594197,294176596718,322621840733,341148552515,329633317529,315493176152,307801835273,371370245763,366623314837,283165454747
117,326341111873,327617691863,318386053101,303799667308,323155662118,351229210762,247144888335,348838411349,316589070171,358321146379,275681315339,310751338023,302824106723,360111147628,378963589102,286720276059,311391911357,282037149421,366387745438,323608190418,305678798795,308246903896,345362870584,354146851443,310443991529,290563470482,318566819014,404374437961,296439255516,340274213754,288623964845,294177044642,322622214243,341149051966,329633749001,315493536784,307803342940,371370709433,366623849339,283165864038
118,326341305776,327617807780,318386256312,303799667308,323155835997,351229436159,247145072228,348839876776,316589337779,358321339578,275681514976,310751470394,302824106723,360111366583,378963840251,286720502168,311391911357,282037336175,366387945075,323608460897,305679417020,308247116416,345363115300,354147116184,310443991529,290563682996,318567038683,404374695556,296439255516,340274394070,288624106522,294177354471,322622214243,341149373964,329633948636,315493765755,307803549016,371370822487,366624216416,283166025037
119,326341860316,327618384509,318386755758,303799712387,323156402706,351230025763,247145429997,348839876776,316589402179,358321954948,275681866306,310751940504,302824106723,360111933289,378964477804,286720959400,311392664829,282037864239,366388460265,323608922420,305681414081,308247715325,345363624047,354147712228,310444677733,290564173844,318567480170,404375146346,296440428288,340274819101,288624477166,294177818145,322622375238,341149792561,329634557557,315494268779,307804009825,371371022123,366624673648,283166314829
120,326342321121,327618880379,318387296712,303801303749,323156911453,351230631107,247145809949,348840567264,316589402179,358322373538,275682304223,310752407751,302824969648,360112567976,378965076706,286721448829,311393547809,282038367260,366389046293,323609444051,305681877747,308248121038,345364158551,354148250320,310445257320,290564515154,318567989632,404376013566,296441030769,340275450216,288624915069,294178391302,322622375238,341149792561,329635044125,315494803286,307804625199,371371276854,366625285435,283166849337
121,326343126098,327619660318,318388101699,303802032167,323157440236,351231610679,247146428177,348842599392,316589402179,358323355978,275683067717,310753096807,302826483716,360113355064,378966087759,286722047741,311394452974,282039040562,366389970768,323610233296,305682463772,308248710648,345364919879,354149081062,310445872685,290565252873,318568688715,404377159858,296441772068,340276271650,288625688559,294179093256,322624353698,341149792561,329635853396,315495724174,307805494588,371371276854,366626338712,283167603510
122,326343322866,327619821317,318388320654,303802148084,323157727168,351231848955,247146505455,348842837667,316589846530,358323655786,275683273795,310753264245,302826657593,360113561139,378966297413,286722208737,311394607530,282039201557,366390215482,323610400736,305682679861,308248749288,345365119513,354149280700,310446011498,290565436762,318568926993,404377395267,296441958822,340276497045,288625868873,294179312214,322624524707,341149792561,329636053029,315495943125,307805700665,371371276854,366626525469,283167761645
123,326343906028,327620449562,318388842994,303802624641,323157782262,351232454304,247146853206,348843523861,316591930899,358324349136,275683821186,310753795888,302827182789,360114247333,378966964289,286722620891,311395097674,282039668802,366390807950,323610941683,305683382516,308248749288,345365885849,354149863867,310446562467,290565758753,318569588869,404378126547,296442409602,340276580764,288626342554,294179788768,322625188015,341151573554,329636568219,315496539875,307806363969,371371276854,366627253894,283168235332
124,326344092779,327620743647,318389171430,303802862918,323158482057,351232880045,247147091482,348843907383,316592214256,358324661826,275684024401,310754053483,302827463278,360114273092,378967296289,286722878489,311395438990,282039913515,366391178603,323611263674,305683775345,308248749288,345366207837,354150237382,310446935979,290566367677,318569917305,404378545850,296442728734,340276580764,288626713202,294180059245,322625520020,341151573554,329636825816,315496820360,307806689541,371373077849,366627553707,283168473608
125,326344092779,327620982636,318389429030,303803146986,323158482057,351233044617,247147136562,348844119900,316592526950,358324858601,275684288441,310754369035,302827785269,360114733898,378967566761,286723129647,311395664388,282040061630,366391385391,323611392471,305684271928,308248749288,345366677947,354150781912,310447422543,290566767664,318570371673,404379099680,296443067179,340277196133,288626893517,294180275340,322625755434,341151573554,329637096286,315496981352,307806824775,371374218421,366627798423,283168670382
126,326344092779,327621243807,318389786798,303803514059,323158482057,351233431006,247147381275,348844571406,316593042145,358325283633,275684495232,310754607310,302827978463,360115233338,378967927393,286723419447,311396044343,282040235508,366391816858,323611679403,305684349206,308248991144,345366800304,354150859188,310447499823,290566857823,318570468269,404379331518,296443370568,340277196133,288627126063,294180523635,322625984404,341151573554,329637354591,315497274720,307807191848,371375117852,366628178377,283169015273
127,326344092779,327621769014,318390340629,303804062157,323159397231,351233746561,247147651749,348845109491,316593606698,358325412431,275685104869,310755267741,302828583796,360115851563,378968552060,286724034820,311396701214,282040831538,366392432222,323612175987,305684945251,308250969616,345367577362,354151609790,310448198913,290567486060,318571047865,404380117180,296443838520,340277196133,288627628361,294181006622,322626486710,341152240438,329637837582,315497661109,307807517421,371375362567,366628684270,283169144069
128,326344092779,327622242706,318390908052,303804716876,323160544966,351234001293,247148141176,348845618242,316594206312,358325412431,275685478380,310755673453,302828944427,360116180710,378969173867,286724369695,311397213548,282041363184,366393169937,323612658978,305685241486,308251246534,345367886480,354152057720,310448572428,290567859576,318571505810,404380735413,296444273560,340277196133,288627741412,294181528251,322627092055,341154762744,329638378533,315498247134,307808290210,371376138923,366629006266,283169843865
129,326344099219,327622693503,318391487645,303805161946,323161050850,351234007733,247148434549,348846124128,316594689306,358326553009,275685884094,310756098489,302829385909,360116180710,378969609627,286724692402,311397639293,282041708077,366393611425,323613141967,305685602111,308251678010,345368373043,354152454130,310448943082,290568243099,318572033887,404381312135,296444770139,340279551683,288627741412,294181896033,322627520654,341155207096,329638674767,315498659281,307808686623,371376593287,366629006266,283170191620
130,326346786053,327623112094,318391838976,303805580538,323161473022,351234188047,247148669962,348846559172,316595133657,358327378020,275685980694,310756575037,302829769434,360116361027,378969886540,286725095254,311398125863,282042240433,366393611425,323613637840,305686078659,308252061537,345368853165,354152953571,310449335915,290568665264,318572510434,404381821598,296445201605,340279928773,288628260176,294182331082,322627997195,341155622825,329638674767,315499213102,307809124539,371377279486,366629006266,283170720405
131,326346863332,327623157174,318391896935,303805599858,323161534557,351234239566,247148682842,348846604250,316595185175,358327429538,275685987134,310756678077,302829795193,360116361027,378969886540,286725146773,311398161639,282042298392,366393611425,323613695799,305686220338,308252145255,345368962642,354153166087,310449438955,290568697462,318572574834,404381885996,296445278883,340280006052,288628260176,294182363282,322628042272,341155674345,329638932363,315499283941,307809214696,371377350325,366629250979,283170797684
132,326347114487,327623170054,318392251129,303805818814,323161862993,351234239566,247148902511,348846904064,316595478547,358327719328,275685987134,310756961428,302830094999,360117774939,378969886540,286725333532,311398419231,282042530229,366393611425,323613931209,305686368454,308252348470,345369168716,354153391483,310449664353,290568942180,318572838864,404382233747,296445653821,340280282968,288629358525,294182646637,322628235466,341155957704,329639274389,315499515775,307809469429,371377724547,366629250979,283170797684
133,326347256161,327623511366,318392315527,303805857452,323161920952,351234239566,247149005549,348846955584,316595594463,358327835244,275685987134,310757019385,302830146518,360117845779,378969886540,286725404372,311398470751,282042601069,366393611425,323614008487,305686986679,308252925911,345369954369,354154000410,310450012112,290569251295,318573280349,404382858409,296446176166,340280550579,288629416482,294182704596,322628306304,341156054303,329639274389,315499567294,307809527389,371377795386,366629250979,283170797684
134,326348158453,327624354992,318393420324,303806807694,323162935583,351234851350,247149723958,348848112605,316596592640,358329045936,275687562756,310758011122,302831096744,360118783133,378969886540,286726396837,311399515438,282043622144,366394426423,323614961599,305687688622,308253463999,345370640564,354154944205,310450965212,290569978999,318574072454,404383795768,296446749317,340281617452,288630266546,294183464509,322629404649,341157126910,329640624614,315500556876,307810555619,371378858678,366632279166,283171584069
135,326348484013,327624354992,318393774516,303807207682,323163299790,351237496006,247149730398,348848556949,316597062753,358329522489,275687968469,310758565663,302831496012,360119208163,378969886540,286726738155,311399973385,282043899055,366394426423,323615441728,305688017052,308253686531,345371101366,354155308412,310451161985,290570259487,318574400890,404383795768,296447032674,340281907246,288630685131,294183490267,322629749536,341157532624,329641098301,315500569755,307811093709,371379470464,366632743551,283172325373
136,326348931933,327624490232,318394170928,303807533963,323163715519,351237956817,247149730398,348848891823,316597423388,358329912461,275688362013,310758849020,302831802258,360119665391,378971232471,286726928489,311400240999,282044221048,366396542985,323615480368,305688500754,308254349847,345371713146,354155588904,310451818850,290570839082,318575128590,404383821528,296447619409,340282686470,288631045761,294183490267,322630090840,341157925460,329641468947,315500569755,307811374201,371379753814,366633178602,283172640929
137,326349170206,327625756016,318394299723,303807808014,323164192070,351238401165,247149730398,348849298241,316597826236,358330392591,275688661828,310758849020,302832102064,360120145503,378972945473,286727269808,311400656731,282044588123,366397045296,323615480368,305688893582,308254936587,345372176818,354155588904,310452125099,290571077360,318575463468,404383892368,296447947840,340283018476,288631513000,294183490267,322630490115,341158415607,329641910432,315500569755,307811851468,371380191727,366633684493,283172908540
138,326349779131,327626278357,318394299723,303808278125,323164582038,351238839080,247151019088,348849755476,316598380069,358330837657,275688983823,310758849020,302832533526,360120602731,378973470680,286727727046,311401111104,282045051779,366397464598,323615480368,305689029527,308255026747,345372395776,354155927358,310452369815,290571322076,318575746823,404384678029,296448247651,340283298970,288631890086,294184147851,322630870058,341158769806,329642300397,315502384350,307812312278,371380726237,366634186805,283173166138
139,326350149777,327626632553,318395105415,303808612999,323164884713,351239342100,247151238046,348850032385,316598592585,358331186120,275689206359,310759402851,302832865528,360120963361,378973892848,286727994661,311401407337,282045290046,366397741508,323616228113,305689468149,308255580574,345372976072,354155927358,310452955849,290571850142,318576288482,404384678029,296448795752,340283775522,288632302232,294184147851,322631185608,341159085365,329642645288,315502619761,307812312278,371381096887,366634641171,283173378656
140,326350674982,327627167069,318395527580,303809302071,323165529415,351240105578,247151795451,348850441672,316599243720,358331788603,275689773784,310759705527,302833439384,360121565844,378974601235,286728506992,311401928970,282045856748,366398457048,323617767960,305689881010,308256064277,345373481952,354156667948,310453466027,290572300933,318576862350,404384678029,296449198601,340284355110,288632733705,294185861583,322631856773,341159662093,329643228449,315503180027,307812711551,371381809567,366635366729,283174042679
141,326350936155,327627514825,318395527580,303809601885,323165977339,351240453331,247152046607,348850441672,316599617234,358332178570,275690012061,310760788137,302833800018,360121823439,378974903911,286728783907,311402245238,282046152980,366398824120,323618042008,305690022688,308256257476,345373649386,354156667948,310453588386,290572391087,318577029787,404384678029,296449314520,340284584083,288632978415,294186167836,322632107925,341159977652,329643550444,315503476261,307812975587,371382080041,366635733798,283174351794
142,326351000553,327627579224,318395579100,303809646964,323166061058,351240504849,247152111004,348850441672,316599659450,358332191449,275690034957,310760839655,302833838655,360121881398,378974955430,286728803227,311402251678,282046188756,366398882078,323618067767,305690258101,308256454247,345373842582,354157128759,310453765842,290572635798,318577275213,404384678029,296449514156,340284783717,288633004175,294186212916,322632107925,341160029172,329643563324,315503508461,307812975587,371382131561,366635765998,283174422633
143,326351438455,327627997817,318396303938,303810059110,323166447451,351240984975,247152465198,348850441672,316600181794,358332613617,275690386290,310761239640,302834277274,360122458121,378975532151,286729193197,311402670275,282046549385,366399387963,323618370440,305690464178,308257262814,345374660440,354159057848,310454497840,290573508750,318578087353,404387142336,296449623635,340285685298,288633429204,294186451194,322632107925,341160412707,329643930398,315504036518,307813394185,371382563033,366636265451,283174816183
144,326352594758,327628989562,318397714990,303810339599,323167185177,351242093348,247153212230,348850441672,316601074081,358333776371,275691242802,310762032447,302834779576,360123565775,378976553232,286730014645,311403428031,282047313570,366400525659,323619207630,305691586131,308257771571,345375365965,354159812029,310454497840,290574028222,318578712022,404389768364,296449623635,340286271334,288634079620,294187218257,322632107925,341161424478,329644958631,315505112687,307814547645,371383596987,366637270081,283175785749
145,326353132835,327629469691,318398188671,303810391119,323167736134,351242660056,247153570000,348853394713,316601563507,358334343080,275691748695,310762574106,302834982788,360124200452,378977249451,286730546292,311403611926,282047777238,366401173930,323619765034,305692474824,308258505721,345376399905,354160878190,310454497840,290574749483,318579617890,404390770117,296450580314,340287086332,288634472442,294187669759,322632107925,341161997629,329645551096,315505605695,307815118644,371384009138,366637994932,283176233677
146,326353918495,327630336199,318399032282,303810397559,323168342194,351243381325,247154207542,348854209703,316601904819,358335077214,275692344744,310763347589,302835877919,360125250150,378978245476,286731349135,311404036962,282048363264,366402059763,323620412597,305693009333,308259159728,345376908655,354161493554,310456247327,290575181667,318580178156,404391324656,296451556291,340288043717,288635174380,294188404619,322635049469,341162763978,329646482018,315506405648,307815847065,371384009138,366638736227,283176845467
147,326354510954,327630964442,318399673404,303810397559,323168964713,351244051783,247154639018,348854844394,316601904819,358335940872,275692983010,310764127526,302836081130,360126107366,378979037585,286731883651,311405598994,282049103835,366402672263,323621159618,305693727730,308259917486,345377871760,354162388699,310457216885,290575787015,318580987424,404392777184,296452844966,340288949582,288635828378,294189058628,322635802929,341163646963,329647303463,315507243526,307816455995,371384009138,366639306514,283177377114
148,326355606435,327631946876,318400517030,303813656140,323169985792,351245160154,247155263683,348856020030,316601904819,358337062122,275693778696,310765016224,302837900707,360127102675,378980033611,286732769499,311406539221,282049880192,366403822845,323622242232,305694040418,308260252362,345378387660,354162813730,310457487361,290575787015,318581315859,404393311684,296453166958,340289310925,288636665551,294189792780,322636753165,341163865918,329648121327,315508165843,307817299626,371384015577,366640286091,283178207854
149,326355883348,327632304649,318400752439,303813842893,323170275586,351245437779,247155495519,348856281201,316601904819,358337358356,275694036295,310765228741,302838216254,360127511961,378980484396,286733091497,311406886977,282050150665,366404164866,323622538466,305694233615,308260252362,345378781201,354163155044,310457815793,290575787015,318581596344,404393643692,296453476071,340289394643,288636961777,294189998856,322637143131,341163865918,329648475516,315508455637,307817667412,371385662021,366640628117,283178529848
150,326356089422,327632510727,318400926316,303814039665,323170282026,351245656734,247155643637,348856558116,316601904819,358337551552,275694132895,310765428376,302838338612,360127592815,378980690473,286733207413,311407067295,282050366757,366404345181,323622693023,305694626443,308260361841,345379296381,354163515679,310458253704,290575787015,318582085779,404394139551,296453843144,340289394643,288637158545,294190211374,322637278363,341164329592,329648681592,315508607328,307817902827,371386412617,366640853516,283178813198
151,326356408543,327632836296,318401300544,303814471845,323170327105,351246053143,247155901233,348856941641,316604275417,358337963705,275694458466,310765853409,302838609083,360127957018,378981048241,286733426371,311407392865,282050692314,366404632107,323623066538,305695074368,308260368281,345379708530,354164159669,310458723815,290575787015,318582691129,404394887286,296454323266,340289394643,288637484110,294190591330,322637645434,341164922064,329649067980,315509007311,307818302099,371386412617,366641317191,283179193154
152,326356994565,327633419463,318401963854,303815042136,323170327105,351246578350,247156197469,348857511929,316604848566,358338495356,275695044502,310766411525,302839024811,360128188855,378981631403,286733915807,311408079072,282050904829,366405250328,323623665445,305695164528,308260368281,345379785809,354164320666,310458813974,290575787015,318582832802,404395009645,296454452062,340289787470,288637977113,294191065015,322638160624,341166100573,329649544530,315509535371,307818797971,371388219357,366641835961,283179518724
153,326357213522,327633631978,318402086213,303815303308,323170468781,351246858844,247156358466,348857879005,316605093281,358338694993,275695192621,310766588979,302839282405,360128359865,378981934078,286734125462,311408323791,282050904829,366405498621,323623910162,305695425701,308261856615,345380094918,354164684874,310459097331,290575787015,318583116161,404395363837,296454710368,340289787470,288638125227,294191232453,322638411775,341166100573,329649879407,315509819440,307819029811,371388532050,366641942576,283179628203
