journal_wr,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
101,372395,375124,368398,354925,374434,399025,294187,396295,367365,405156,321078,359004,348977,387121,385508,338616,363782,334491,407493,374458,351120,354438,385278,386331,358847,326414,355964,262107,335895,372171,339575,345245,375504,391276,381455,355511,349001,329876,394556,324268
102,372395,375125,368398,354930,374439,399032,294198,396316,367380,405156,321094,359027,348996,387222,385534,338634,363807,334511,407518,374479,351136,354454,385304,386365,358870,326436,355991,262137,335916,372200,339602,345277,375538,391313,381455,355535,349016,329901,394556,324299
103,372666,375291,368537,355070,374588,399159,294301,396435,367493,405246,321164,359141,349098,387298,385645,338743,363894,334579,407620,374573,351244,354553,385347,386490,358965,326520,356064,262252,335997,372298,339708,345382,375655,391405,381674,355628,349132,329989,394735,324380
104,372844,375295,368593,355138,374650,399159,294371,396538,367583,405552,321164,359221,349200,387600,385645,338838,364021,334677,407649,374682,351333,354655,385476,386628,359090,326621,356080,262370,336114,372406,339778,345474,375769,391497,381774,355712,349222,330137,394797,324410
105,372886,375295,368643,355178,374701,399195,294405,396588,367633,405726,321309,359303,349269,387668,385645,338878,364068,334720,407649,374723,351377,354708,385590,386697,359143,326681,356171,262449,336182,372459,339840,345531,375829,391564,381834,355712,349284,330220,394811,324410
106,372895,375295,368651,355189,374714,399195,294420,396597,367645,405743,321315,359317,349292,387684,385645,338891,364088,334742,407649,374749,351391,354720,385598,386713,359149,326689,356171,262461,336191,372463,339851,345546,375840,391577,381843,355714,349296,330240,394928,324411
107,372908,375295,368670,355211,374738,399195,294438,396622,367672,405777,321329,359345,349317,387704,385645,338903,364109,334766,407649,374776,351413,354736,385598,386726,359164,326709,356171,262491,336211,372485,339872,345556,375857,391598,381869,355762,349318,330256,394951,324537
108,373004,375539,368781,355319,374859,399300,294445,396741,367777,405885,321406,359453,349407,387793,385662,338963,364198,334840,407955,374817,351494,354824,385714,386810,359254,326792,356329,262551,336310,372574,339955,345642,375955,391696,381961,355762,349398,330349,395074,324623
109,373039,375579,368806,355363,374910,399473,294539,396787,367827,405935,321459,359521,349469,387867,385785,338963,364259,334902,408023,374817,351546,354871,385747,386884,359310,326847,356403,262551,336368,372641,340017,345653,376028,391762,382024,355805,349467,330417,395131,324667
110,373084,375624,368806,355405,374945,399521,294574,396829,367873,405999,321501,359568,349507,387927,385785,339000,364301,334938,408074,374817,351593,354904,385835,386924,359343,326874,356439,262693,336411,372671,340045,345691,376065,391795,382058,355832,349512,330461,395187,324713
111,373207,375728,368806,355508,375074,399637,294647,396954,367969,406123,321568,359667,349599,388019,386074,339001,364387,335012,408189,374962,351682,355017,385946,387005,359427,326980,356540,262732,336493,372769,340122,345691,376153,391885,382151,356059,349551,330570,395269,324794
112,373243,375776,368806,355559,375121,399681,294700,397003,368033,406191,321619,359676,349634,388080,386248,339001,364432,335065,408260,375070,351750,355088,386030,387005,359487,327057,356606,262733,336561,372853,340173,345820,376242,391943,382244,356129,349551,330646,395366,324866
113,373397,375904,369111,355679,375243,399803,294793,397022,368103,406298,321718,359677,349725,388202,386377,339216,364563,335155,408376,375212,351851,355203,386138,387005,359579,327172,356692,262951,336656,372957,340281,345929,376283,392057,382340,356228,349551,330762,395476,324946
114,373427,375944,369148,355727,375286,399878,294832,397022,368173,406349,321748,359842,349755,388247,386413,339307,364607,335195,408431,375269,351851,355245,386196,387032,359618,327222,356750,263086,336696,373016,340326,345983,376283,392118,382401,356283,349551,330851,395543,325007
115,373495,375997,369173,355779,375350,399944,294874,397022,368229,406393,321815,359884,349817,388311,386480,339352,364654,335239,408495,375335,351851,355297,386257,387255,359668,327275,356821,263151,336750,373070,340363,346036,376283,392187,382455,356343,349551,330923,395605,325055
116,373590,376124,369323,355845,375466,400048,294975,397121,368360,406516,321910,359992,349847,388445,386598,339460,364686,335332,408644,375442,351851,355414,386377,387390,359690,327385,356945,263265,336856,373221,340471,346139,376567,392294,382568,356423,349767,331053,395719,325136
117,373662,376200,369400,355880,375542,400147,295026,397128,368439,406605,321975,360062,349906,388558,386687,339532,364754,335400,408728,375519,351851,355480,386461,387491,359830,327444,357029,263357,336856,373293,340527,346207,376624,392366,382633,356477,349974,331124,395800,325198
118,373689,376217,369430,355880,375567,400182,295054,397293,368476,406634,322005,360082,349906,388591,386723,339565,364754,335429,408759,375561,351931,355512,386499,387531,359830,327477,357061,263396,336856,373321,340549,346254,376624,392416,382664,356512,350006,331141,395856,325222
119,373772,376304,369506,355887,375655,400269,295108,397293,368486,406719,322056,360153,349906,388677,386819,339635,364866,335510,408836,375629,352200,355601,386571,387621,359924,327549,357127,263457,337020,373386,340606,346326,376641,392477,382757,356587,350071,331167,395926,325265
120,373841,376380,369590,356097,375733,400359,295167,397378,368486,406783,322121,360225,350017,388775,386911,339708,364994,335587,408925,375708,352269,355664,386652,387702,360012,327600,357204,263583,337109,373480,340671,346410,376641,392477,382831,356669,350164,331196,396019,325348
121,373958,376496,369711,356205,375807,400502,295262,397648,368486,406928,322235,360329,350231,388892,387060,339798,365132,335683,409064,375825,352357,355753,386761,387822,360104,327705,357310,263754,337218,373604,340786,346516,376912,392477,382952,356806,350294,331196,396176,325459
122,373984,376520,369743,356223,375849,400535,295274,397684,368538,406969,322266,360355,350256,388921,387091,339823,365156,335707,409099,375850,352390,355759,386792,387853,360125,327733,357343,263788,337245,373638,340814,346550,376938,392477,382983,356840,350326,331196,396204,325483
123,374069,376612,369815,356293,375857,400626,295328,397788,368808,407068,322349,360436,350335,389022,387191,339884,365230,335776,409191,375930,352497,355759,386907,387943,360210,327783,357443,263899,337315,373651,340884,346623,377039,392708,383063,356929,350428,331196,396315,325555
124,374098,376656,369866,356328,375953,400691,295364,397846,368851,407115,322380,360476,350378,389026,387241,339924,365283,335814,409248,375978,352557,355759,386955,388000,360268,327860,357494,263960,337363,373651,340939,346665,377086,392708,383103,356972,350477,331413,396361,325592
125,374098,376692,369905,356370,375953,400715,295371,397878,368898,407145,322421,360525,350425,389093,387282,339963,365318,335837,409279,375998,352627,355759,387027,388082,360342,327920,357560,264043,337415,373713,340967,346696,377122,392708,383144,356997,350498,331554,396399,325622
126,374098,376729,369959,356426,375953,400774,295409,397944,368974,407210,322451,360561,350454,389161,387336,340008,365375,335862,409340,376038,352639,355788,387045,388094,360352,327932,357575,264075,337456,373713,341002,346732,377157,392708,383183,357041,350553,331684,396455,325673
127,374098,376809,370043,356505,376055,400822,295450,398026,369054,407229,322543,360657,350538,389251,387427,340098,365474,335950,409433,376108,352728,356052,387156,388209,360456,328026,357665,264191,337524,373713,341077,346805,377233,392790,383254,357096,350602,331720,396531,325692
128,374098,376882,370128,356603,376216,400861,295525,398101,369142,407229,322601,360718,350593,389281,387517,340149,365546,336031,409539,376181,352773,356095,387202,388277,360509,328083,357734,264284,337589,373713,341092,346883,377325,393164,383333,357183,350718,331839,396579,325797
129,374099,376952,370217,356671,376290,400862,295570,398176,369217,407380,322664,360784,350661,389281,387582,340198,365609,336083,409605,376256,352827,356162,387276,388336,360565,328139,357816,264373,337665,374024,341092,346938,377390,393232,383379,357244,350778,331909,396579,325851
130,374445,377017,370269,356735,376352,400884,295606,398243,369283,407491,322678,360856,350718,389305,387625,340260,365684,336164,409605,376333,352900,356218,387348,388409,360626,328204,357888,264448,337731,374079,341133,347003,377464,393296,383379,357330,350845,332014,396579,325931
131,374457,377024,370278,356738,376361,400890,295608,398250,369291,407499,322679,360872,350722,389305,387625,340268,365689,336173,409605,376342,352922,356230,387364,388442,360642,328209,357898,264458,337743,374091,341133,347008,377471,393304,383416,357341,350859,332025,396612,325941
132,374496,377026,370333,356772,376410,400890,295640,398296,369334,407544,322679,360916,350768,389489,387625,340297,365728,336209,409605,376378,352945,356260,387396,388476,360677,328246,357936,264510,337798,374134,341287,347051,377501,393348,383457,357376,350897,332081,396612,325941
133,374518,377068,370343,356778,376419,400890,295655,398304,369351,407562,322679,360925,350776,389500,387625,340308,365735,336220,409605,376390,353037,356342,387504,388562,360729,328287,357997,264606,337871,374171,341296,347060,377512,393363,383457,357384,350906,332092,396612,325941
134,374654,377196,370505,356920,376570,400952,295762,398474,369500,407741,322879,361074,350922,389644,387625,340459,365888,336372,409710,376533,353145,356423,387606,388700,360866,328397,358111,264747,337957,374327,341424,347174,377679,393523,383648,357526,351056,332253,397025,326026
135,374704,377196,370559,356981,376626,401279,295763,398542,369569,407813,322942,361157,350982,389710,387625,340511,365958,336412,409710,376607,353196,356457,387671,388754,360896,328438,358162,264747,338001,374370,341487,347178,377731,393586,383720,357528,351138,332346,397096,326121
136,374771,377210,370620,357029,376689,401346,295763,398591,369625,407871,323002,361199,351028,389780,387791,340538,365998,336460,410001,376613,353269,356559,387764,388797,360998,328528,358273,264751,338085,374488,341541,347178,377784,393646,383775,357528,351181,332390,397159,326170
137,374808,377378,370640,357070,376762,401413,295763,398652,369687,407944,323048,361199,351072,389852,388038,340588,366060,336516,410077,376613,353330,356644,387836,388797,361045,328564,358323,264762,338135,374539,341613,347178,377846,393718,383842,357528,351254,332458,397237,326210
138,374897,377451,370640,357139,376815,401481,295909,398721,369771,408010,323098,361199,351139,389922,388119,340658,366125,336588,410141,376613,353350,356658,387870,388836,361082,328599,358366,264829,338180,374580,341671,347252,377904,393772,383897,357721,351322,332540,397312,326250
139,374952,377506,370733,357191,376862,401554,295942,398763,369803,408059,323132,361272,351190,389978,388181,340699,366171,336625,410183,376683,353417,356744,387959,388836,361173,328679,358449,264829,338264,374654,341729,347252,377953,393820,383950,357757,351322,332597,397382,326283
140,375033,377589,370781,357295,376958,401669,296028,398822,369899,408152,323219,361309,351276,390069,388288,340773,366251,336711,410291,376903,353479,356816,388035,388940,361247,328748,358536,264829,338326,374741,341796,347463,378053,393906,384040,357843,351368,332706,397491,326382
141,375072,377642,370781,357341,377027,401721,296067,398822,369955,408211,323256,361453,351330,390108,388334,340816,366299,336757,410346,376944,353501,356846,388061,388940,361266,328762,358562,264829,338344,374775,341833,347508,378091,393954,384089,357887,351409,332747,397546,326429
142,375082,377652,370788,357348,377040,401729,296077,398822,369961,408213,323259,361461,351336,390115,388342,340819,366300,336762,410354,376948,353537,356876,388091,389009,361293,328799,358599,264829,338375,374806,341837,347515,378091,393962,384091,357892,351409,332755,397551,326439
143,375149,377715,370882,357410,377099,401799,296129,398822,370039,408277,323313,361522,351403,390202,388430,340878,366365,336818,410430,376994,353569,356996,388216,389284,361400,328932,358719,265148,338392,374946,341902,347552,378091,394021,384148,357970,351466,332821,397627,326499
144,375324,377863,371081,357453,377209,401965,296244,398822,370177,408450,323443,361641,351480,390372,388585,341002,366469,336931,410600,377123,353701,357072,388314,389399,361400,329011,358811,265519,338392,375037,342002,347667,378091,394174,384300,358130,351629,332977,397778,326648
145,375406,377937,371153,357461,377293,402051,296297,399191,370252,408536,323520,361724,351499,390468,388689,341083,366488,337002,410697,377208,353832,357180,388462,389561,361400,329121,358948,265666,338527,375157,342061,347736,378091,394261,384390,358206,351710,333040,397887,326717
146,375526,378070,371279,357462,377385,402160,296395,399314,370303,408649,323610,361841,351616,390625,388836,341204,366540,337092,410829,377307,353914,357276,388538,389653,361623,329186,359032,265750,338666,375300,342169,347848,378452,394371,384530,358325,351819,333040,397996,326807
147,375615,378163,371377,357462,377480,402262,296462,399410,370303,408779,323706,361955,351646,390754,388955,341284,366765,337205,410922,377422,354022,357389,388686,389789,361770,329280,359155,265967,338854,375436,342265,347948,378564,394505,384656,358453,351912,333040,398082,326889
148,375777,378309,371507,357903,377632,402426,296558,399582,370303,408948,323827,362090,351897,390904,389104,341420,366889,337324,411094,377585,354070,357440,388765,389855,361812,329280,359206,266050,338904,375491,342392,348057,378710,394538,384780,358591,352042,333041,398229,327017
149,375818,378363,371541,357932,377677,402468,296593,399622,370303,408992,323867,362123,351945,390963,389165,341470,366943,337365,411145,377630,354100,357440,388825,389908,361863,329280,359249,266101,338952,375504,342436,348089,378770,394538,384835,358636,352096,333246,398281,327067
150,375850,378395,371568,357961,377678,402500,296616,399664,370303,409021,323882,362154,351964,390975,389197,341488,366970,337397,411172,377654,354161,357447,388900,389964,361931,329280,359323,266177,339009,375504,342466,348122,378790,394591,384867,358659,352132,333352,398315,327110
151,375899,378445,371625,358025,377684,402560,296656,399721,370597,409082,323932,362218,352006,391030,389251,341521,367019,337445,411215,377710,354229,357448,388964,390062,362004,329280,359416,266289,339080,375504,342515,348180,378846,394648,384927,358720,352194,333352,398386,327167
152,375984,378532,371725,358111,377684,402639,296701,399807,370683,409162,324022,362302,352069,391065,389341,341597,367122,337478,411311,377799,354243,357448,388976,390087,362018,329280,359438,266308,339100,375549,342591,348252,378921,394816,385001,358799,352267,333599,398465,327217
153,376016,378564,371744,358150,377703,402680,296726,399863,370720,409192,324045,362329,352107,391088,389387,341627,367159,337478,411348,377837,354283,357632,389021,390143,362062,329280,359481,266361,339138,375549,342613,348273,378959,394816,385047,358837,352303,333647,398481,327233
154,376016,378617,371799,358192,377767,402741,296769,399926,370775,409195,324089,362377,352155,391100,389450,341674,367217,337533,411410,377890,354326,357695,389071,390177,362119,329479,359529,266415,339194,375549,342667,348312,379019,394873,385088,358880,352372,333701,398481,327290
155,376117,378665,371848,358249,377801,402781,296808,399966,370834,409195,324131,362419,352205,391100,389508,341709,367279,337633,411456,377933,354397,357751,389172,390247,362196,329608,359595,266501,339248,375549,342705,348355,379069,394956,385145,358930,352412,333774,398481,327328
156,376185,378712,371888,358296,377999,402819,296839,400016,370880,409219,324178,362465,352248,391100,389575,341765,367331,337684,411530,377983,354421,357771,389192,390274,362210,329632,359616,266533,339277,375609,342710,348405,379122,395005,385145,358970,352469,333826,398546,327378
157,376257,378784,371944,358358,378087,402882,296896,400081,370926,409229,324239,362546,352321,391289,389643,341819,367406,337738,411580,378032,354515,357847,389206,390394,362305,329716,359637,266622,339346,375609,342711,348465,379185,395077,385150,359024,352522,333904,398682,327429
158,376346,378815,372027,358453,378163,402941,296981,400169,371004,409410,324290,362615,352401,391473,389738,341896,367499,337805,411602,378139,354576,357919,389206,390457,362361,329777,359638,266696,339415,375975,342711,348539,379262,395168,385150,359108,352597,334027,398795,327523
159,376399,378815,372077,358497,378209,402941,297020,400229,371055,409535,324290,362666,352443,391525,389755,341942,367538,337846,411602,378190,354626,357975,389206,390508,362429,329827,359638,266766,339462,376024,342826,348585,379320,395216,385332,359161,352647,334089,398853,327555
160,376433,378815,372107,358531,378257,402941,297056,400264,371086,409583,324355,362711,352489,391578,389755,341988,367577,337881,411704,378230,354667,358009,389206,390549,362464,329873,359679,266804,339511,376061,342919,348623,379354,395256,385407,359198,352683,334141,398906,327604
161,376504,378872,372177,358601,378317,402941,297104,400342,371146,409664,324409,362750,352550,391636,389755,342046,367630,337927,411704,378293,354709,358043,389303,390598,362513,329910,359859,266871,339557,376123,342976,348682,379416,395330,385458,359227,352745,334225,398972,327629
162,376518,378872,372191,358607,378325,402941,297116,400349,371154,409674,324451,362783,352582,391670,389755,342062,367655,337944,411750,378312,354827,358149,389570,390705,362632,330003,359984,266958,339679,376201,342989,348699,379431,395351,385468,359269,352757,334240,398991,327629
163,376639,379099,372297,358702,378430,403255,297189,400456,371242,409819,324524,362884,352679,391790,389755,342173,367744,338046,411806,378382,354851,358194,389613,390705,362663,330036,360019,266977,339720,376247,343098,348699,379553,395479,385586,359292,352887,334366,399107,327730
164,376726,379153,372360,358774,378510,403330,297251,400527,371306,409882,324579,362933,352738,391871,390073,342235,367803,338107,411835,378382,354945,358335,389735,390760,362785,330154,360110,267057,339803,376356,343174,348699,379616,395564,385658,359368,352961,334442,399178,327783
165,376789,379208,372360,358833,378563,403400,297294,400594,371379,409953,324620,362933,352790,391936,390155,342238,367866,338167,412049,378382,354958,358349,389753,390835,362799,330161,360118,267061,339819,376368,343240,348699,379685,395626,385710,359490,353019,334506,399257,327847
166,376805,379227,372373,358852,378582,403421,297308,400614,371399,409971,324639,362933,352810,391961,390173,342238,367883,338186,412069,378382,355014,358404,389829,390835,362856,330223,360169,267073,339872,376417,343249,348700,379700,395649,385732,359509,353035,334529,399269,327864
167,376893,379304,372493,358928,378666,403513,297372,400704,371481,410060,324714,362933,352914,392047,390264,342238,367971,338268,412150,378595,355064,358450,389869,390835,362900,330270,360218,267073,339921,376470,343327,348947,379778,395730,385810,359591,353084,334611,399348,327927
168,376915,379319,372529,358946,378681,403538,297391,400704,371500,410089,324730,362933,352928,392065,390300,342238,367994,338284,412177,378657,355141,358544,389982,390863,363011,330360,360314,267229,339990,376569,343348,348962,379795,395752,385832,359614,353110,334648,399388,327957
169,376999,379423,372597,359030,378767,403648,297468,400704,371612,410221,324805,363208,353022,392181,390402,342239,368088,338374,412282,378743,355141,358654,390099,391176,363096,330472,360443,267481,340039,376707,343437,349046,379883,395853,385940,359704,353242,334755,399486,328045
170,377146,379554,372668,359139,378905,403777,297545,400705,371743,410360,324912,363328,353081,392311,390542,342576,368143,338471,412418,378856,355141,358667,390113,391237,363096,330484,360460,267540,340039,376722,343555,349190,379898,395977,386084,359826,353285,334872,399613,328158
171,377171,379585,372778,359146,378949,403813,297565,400705,371769,410386,324941,363356,353082,392349,390574,342592,368143,338505,412446,378880,355141,358703,390156,391296,363096,330523,360506,267585,340083,376758,343591,349214,379914,396012,386107,359848,353383,334911,399639,328183
172,377191,379605,372790,359146,378961,403835,297578,400754,371787,410416,324955,363377,353082,392372,390605,342612,368143,338520,412475,378910,355350,358778,390247,391379,363118,330609,360597,267695,340195,376854,343610,349228,379914,396029,386128,359868,353404,334935,399666,328207
173,377276,379691,372870,359146,379058,403931,297656,400754,371844,410527,325037,363471,353082,392479,390711,342691,368217,338592,412579,378984,355467,358892,390401,391504,363364,330696,360720,267824,340335,376962,343675,349308,380115,396094,386228,359938,353474,335019,399745,328284
174,377415,379833,372987,359358,379195,404061,297759,401111,371844,410661,325172,363610,353157,392636,390871,342811,368217,338689,412723,379104,355496,358922,390435,391543,363397,330725,360746,267890,340355,377006,343795,349437,380249,396162,386358,360053,353617,335020,399894,328378
175,377435,379846,373017,359367,379224,404092,297774,401188,371844,410706,325195,363638,353195,392663,390900,342834,368256,338725,412778,379159,355507,358931,390447,391555,363409,330737,360756,267908,340360,377018,343816,349466,380286,396162,386391,360092,353652,335063,399924,328418
176,377464,379872,373044,359386,379245,404108,297782,401201,371844,410713,325223,363664,353225,392698,390908,342848,368293,338737,412785,379173,355667,358986,390629,391734,363574,330886,360909,268118,340521,377074,343836,349483,380302,396162,386402,360110,353665,335063,399938,328423
177,377642,380032,373198,359549,379335,404288,297923,401363,371926,410888,325341,363799,353519,392890,391100,342979,368600,338856,412957,379342,355783,358986,390749,391837,363684,331014,361038,268268,340640,377075,343981,349621,380463,396273,386560,360288,353827,335341,400114,328593
178,377732,380139,373274,359640,379342,404381,297992,401471,372219,410997,325423,363902,353618,392944,391228,343069,368683,338856,413057,379460,355808,358986,390769,391869,363712,331037,361068,268308,340659,377075,344064,349707,380564,396359,386677,360374,353930,335474,400229,328677
179,377762,380166,373308,359663,379342,404405,298014,401502,372245,411029,325447,363928,353641,392944,391257,343089,368702,338972,413083,379489,355835,359083,390794,391895,363717,331056,361085,268337,340673,377114,344091,349742,380591,396359,386708,360396,353954,335503,400259,328699
180,377810,380223,373353,359720,379359,404456,298050,401569,372286,411075,325500,363979,353690,392944,391321,343132,368743,339001,413144,379519,355856,359167,390827,391934,363761,331091,361128,268384,340712,377114,344136,349789,380643,396401,386771,360434,353993,335559,400305,328720
181,377810,380229,373366,359727,379439,404465,298061,401578,372306,411095,325512,363989,353699,392944,391333,343150,368759,339023,413169,379548,355966,359334,390964,392063,363875,331154,361225,268504,340802,377196,344152,349805,380655,396458,386790,360464,354022,335596,400341,328746
182,377810,380359,373489,359851,379663,404599,298149,401708,372422,411181,325622,364117,353807,392944,391488,343255,368890,339126,413323,379677,355995,359356,390992,392094,363901,331205,361272,268580,340848,377291,344250,349895,380755,396736,386855,360601,354140,335725,400356,328838
183,377810,380385,373514,359876,379697,404630,298168,401741,372444,411214,325654,364144,353835,392945,391531,343278,368923,339152,413364,379704,356093,359441,391076,392201,363974,331298,361350,268692,340944,377536,344250,349927,380790,396770,386855,360637,354172,335754,400356,328862
184,377810,380490,373619,359976,379810,404675,298251,401846,372538,411325,325731,364224,353929,393348,391622,343358,368993,339236,413485,379794,356115,359467,391096,392227,364002,331319,361350,268725,340963,377576,344280,350036,380893,396890,386855,360719,354262,335882,400356,328963
185,377819,380524,373647,360002,379844,404766,298267,401874,372558,411381,325755,364249,353956,393378,391661,343383,369020,339256,413523,379843,356116,359471,391097,392231,364004,331324,361350,268729,340963,377576,344281,350058,380920,396927,386855,360757,354284,335911,400356,328989
186,377819,380526,373653,360004,379847,404775,298269,401879,372562,411391,325758,364252,353961,393382,391668,343386,369021,339260,413527,379843,356185,359553,391132,392324,364078,331404,361350,268832,341041,377669,344282,350059,380923,396928,386856,360760,354285,335914,400356,328996
187,378197,380626,373740,360090,379935,404803,298321,401965,372635,411466,325778,364358,354020,393495,391687,343478,369106,339328,413627,379927,356233,359587,391162,392379,364132,331460,361350,268904,341111,377726,344457,350153,381056,397054,386985,360852,354372,336022,400432,329077
188,378236,380673,373780,360154,379986,404803,298353,402022,372685,411526,325778,364402,354065,393566,391687,343518,369153,339377,413627,379972,356299,359647,391162,392463,364220,331510,361362,268988,341174,377791,344476,350181,381082,397091,387137,360852,354415,336062,400556,329124
189,378288,380736,373835,360218,380062,404973,298398,402081,372750,411615,325848,364464,354125,393629,391688,343580,369223,339443,413655,380036,356346,359702,391162,392542,364289,331577,361567,269062,341225,377857,344545,350242,381138,397155,387229,360852,354485,336145,400840,329136
190,378351,380816,373908,360278,380143,405044,298399,402146,372815,411681,325958,364523,354176,393712,391766,343639,369297,339513,413655,380108,356377,359724,391360,392554,364332,331598,361594,269074,341256,377886,344587,350291,381191,397223,387280,360852,354546,336206,400911,329136
191,378404,380867,373953,360318,380173,405078,298399,402185,372852,411718,326000,364568,354221,393771,391766,343667,369328,339554,413655,380108,356390,359728,391408,392554,364339,331602,361605,269074,341269,377902,344638,350332,381241,397288,387313,360852,354593,336250,400971,329234
192,378405,380869,373954,360320,380185,405087,298399,402197,372865,411725,326001,364568,354223,393773,391766,343674,369333,339563,413655,380108,356476,359839,391520,392566,364435,331708,361678,269074,341367,378029,344638,350332,381241,397288,387313,360853,354594,336251,400973,329235
193,378495,380967,373989,360431,380281,405181,298551,402293,372962,411841,326087,364611,354316,393874,392113,343762,369427,339659,413655,380108,356539,359902,391584,392566,364480,331756,361738,269078,341407,378074,344758,350357,381379,397418,387432,361142,354666,336405,401098,329332
194,378539,381018,373989,360491,380330,405234,298577,402341,373002,411892,326119,364636,354366,393916,392153,343808,369460,339698,413992,380108,356554,359910,391614,392566,364498,331773,361748,269078,341421,378088,344761,350358,381391,397425,387454,361157,354666,336434,401141,329357
195,378560,381031,373989,360503,380348,405253,298593,402363,373023,411908,326143,364636,354386,393935,392173,343822,369481,339710,414013,380108,356564,359925,391624,392566,364510,331789,361760,269079,341432,378102,344781,350441,381408,397443,387472,361178,354680,336455,401159,329375
196,378569,381046,373990,360512,380356,405266,298603,402368,373041,411917,326152,364636,354393,393946,392184,343832,369491,339716,414023,380108,356622,360021,391718,392584,364579,331869,361843,269187,341494,378179,344816,350477,381451,397483,387496,361207,354754,336485,401195,329395
197,378669,381148,373990,360595,380457,405360,298675,402463,373109,412005,326233,364835,354483,394041,392278,343916,369562,339781,414111,380273,356622,360139,391855,393038,364598,331983,361981,269198,341616,378334,344934,350622,381474,397626,387627,361334,354829,336603,401324,329514
198,378775,381284,374304,360679,380578,405479,298783,402550,373257,412147,326352,364937,354534,394177,392432,344049,369705,339900,414241,380499,356622,360183,391910,393100,364598,332026,362022,269452,341647,378383,345032,350692,381474,397719,387749,361435,354961,336736,401477,329608
199,378853,381336,374353,360690,380625,405541,298810,402550,373306,412212,326385,364998,354621,394228,392478,344084,369744,339956,414290,380557,356622,360209,391937,393138,364599,332040,362055,269594,341663,378413,345082,350724,381474,397749,387797,361473,354993,336779,401519,329645
200,378898,381365,374386,360691,380661,405572,298830,402550,373336,412237,326412,365028,354642,394274,392508,344106,369766,339981,414334,380579,356817,360248,391982,393198,364599,332085,362091,269646,341663,378456,345087,350735,381474,397751,387799,361473,354993,336780,401523,329652
201,378976,381422,374442,360691,380729,405631,298864,402637,373365,412293,326450,365098,354693,394339,392587,344156,369766,340023,414391,380630,356976,360349,392125,393330,364730,332203,362188,269778,341667,378555,345148,350797,381510,397822,387854,361531,355057,336844,401608,329714
202,379072,381535,374533,360815,380819,405738,298955,402795,373422,412387,326529,365222,354710,394451,392691,344235,369766,340116,414511,380713,357134,360482,392265,393475,364926,332325,362329,269961,341757,378708,345277,350925,381909,397915,387993,361668,355198,336844,401757,329819
203,379233,381688,374677,361047,380989,405900,299056,402957,373444,412558,326662,365376,354919,394632,392866,344340,370040,340267,414641,380838,357212,360509,392353,393584,365132,332388,362419,270065,341985,378839,345410,351065,382060,397916,388160,361789,355324,336844,401902,329926
204,379301,381761,374750,361129,381002,405997,299140,403053,373444,412674,326707,365445,355020,394726,392957,344429,370131,340348,414758,380950,357227,360509,392377,393607,365156,332388,362444,270080,341998,378857,345441,351101,382100,397926,388227,361845,355389,336844,401995,329976
205,379331,381791,374773,361150,381002,406024,299156,403085,373566,412700,326720,365460,355036,394734,392971,344432,370144,340349,414759,380952,357293,360598,392440,393663,365220,332464,362515,270164,342061,378898,345509,351177,382173,398011,388304,361903,355458,336844,402058,330015
206,379377,381845,374823,361198,381002,406087,299200,403147,373705,412762,326779,365537,355087,394794,393052,344480,370196,340417,414841,381017,357326,360609,392473,393692,365246,332504,362543,270202,342092,378929,345520,351184,382185,398011,388315,361923,355471,336844,402108,330043
207,379419,381893,374866,361246,381003,406142,299246,403204,373748,412823,326785,365550,355100,394807,393063,344492,370207,340425,414854,381033,357392,360609,392574,393829,365369,332610,362639,270332,342175,378930,345575,351227,382236,398011,388369,361975,355527,337148,402162,330083
208,379483,381987,374938,361332,381003,406251,299323,403295,373843,412882,326854,365634,355201,394837,393168,344593,370315,340518,414970,381133,357400,360615,392580,393834,365375,332612,362646,270349,342190,378930,345647,351303,382330,398274,388445,362051,355612,337403,402170,330137
